NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset
Maverick Substation,,,TX,28.8667609,-100.5505902,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Mayo Substation,,,TX,27.9094819,-97.4246969,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Mcadoo Wind Energy Substation,,,TX,33.750418,-100.9915587,1,138.0,138.0,Invenergy,transmission,IN SERVICE,OSM
Mccabe Substation,,,TX,29.6432279,-95.0404527,1,138.0,138.0,Kuraray,industrial,IN SERVICE,OSM
Mccamey Substation,,,TX,31.1372477,-102.203295,1,138.0,12.5,American Electric Power,distribution,IN SERVICE,OSM
Mccarty Lane Substation,,,TX,29.8264826,-97.9647471,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Mccree Substation,,,TX,32.8724676,-96.6636433,1,138.0,138.0,Garland Power & Light,distribution,IN SERVICE,OSM
Mcelmurray 24.9 Substation,,,TX,32.4659237,-100.1391493,1,138.0,0.025,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Mcelmurray Substation,,,TX,32.465892,-100.1388486,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Mcgregor Substation,,,TX,32.075881,-106.1753494,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Mckenzie Substation,,,TX,27.8057282,-97.5714881,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Mckinney Street Substation,,,TX,33.2136275,-97.1027909,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM
Mcneil Substation,,,TX,30.3929592,-97.6892898,1,138.0,69.0,Austin Energy; Lower Colorado River Authority,transmission,IN SERVICE,OSM
Mcqueeney Substation,,,TX,29.5885477,-98.0495854,1,138.0,138.0,Guadalupe Valley Electric Cooperative,transmission,IN SERVICE,OSM
Medical Center Substation,,,TX,29.5207624,-98.5757141,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Medina Base Substation,,,TX,29.380694,-98.6347169,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Medina Lake Substation,,,TX,29.6125343,-98.9331466,1,138.0,12.5,Bandera Electric Cooperative,distribution,IN SERVICE,OSM
Medio Creek Substation,,,TX,28.2534228,-97.3399067,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Menard Substation,,,TX,30.5830965,-94.7477474,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Mendoza Substation,,,TX,30.0035263,-97.6676064,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Menger Creek Substation,,,TX,29.7626519,-98.7203037,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Merida Street Substation,,,TX,29.4094873,-98.5397776,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Mesa View Substation,,,TX,30.8977456,-101.9922593,1,138.0,138.0,American Electric Power; Lower Colorado River Authority,distribution,IN SERVICE,OSM
Met Center Substation,,,TX,30.2110191,-97.6931472,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Mi Vida Substation,,,TX,31.5152779,-103.4510308,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Midtown Substation,,,TX,25.938485,-97.5055713,1,138.0,138.0,Brownsville Public Utilities Board,distribution,IN SERVICE,OSM
Milano Substation,,,TX,30.7635772,-96.8635274,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Military Highway Substation,,,TX,25.9368506,-97.5356934,1,138.0,138.0,Brownsville Public Utilities Board,transmission,IN SERVICE,OSM
Mill Creek Substation,,,TX,30.9942761,-94.1060456,1,138.0,138.0,JNEC; Bluebonnet Electric Cooperative,transmission,IN SERVICE,OSM
Miller Creek Substation,,,TX,30.2620154,-98.2984704,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Miller Substation,,,TX,32.8946015,-96.6023706,1,138.0,138.0,Garland Power & Light,distribution,IN SERVICE,OSM
Millican Substation,,,TX,30.4756794,-96.2159379,1,138.0,69.0,Bryan Texas Utilities,transmission,IN SERVICE,OSM
Milo Substation,,,TX,27.6110314,-99.4999283,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Milton Substation,,,TX,29.0564466,-97.787647,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Mines Road Substation,,,TX,27.6360241,-99.5302052,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Mockingbird Substation,,,TX,29.701245,-96.5736899,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Moffat Substation,,,TX,31.2039518,-97.4375569,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Monsanto Substation,,,TX,29.2562723,-95.2116637,1,138.0,138.0,Monsanto,industrial,IN SERVICE,OSM
Mont Substation,,,TX,29.4009892,-97.0090822,1,138.0,138.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Moody Substation,,,TX,31.2752884,-97.3757786,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Morris Substation,,,TX,27.7843998,-97.4055884,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Moulton South Substation,,,TX,29.5310832,-97.1402348,1,138.0,69.0,Guadalupe Valley Electric Cooperative,transmission,IN SERVICE,OSM
Moulton Substation,,,TX,29.5742998,-97.1402268,1,138.0,69.0,Lower Colorado River Authority; Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Mount Zion Substation,,,TX,30.7208961,-95.6694476,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Mountain Top Substation,,,TX,30.2299397,-98.3702977,1,138.0,69.0,Pedernales Electric Cooperative,transmission,IN SERVICE,OSM
Mueller Substation,,,TX,30.2899893,-97.6895779,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Musquiz Substation,,,TX,31.2383707,-103.1582934,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Mustang Prairie Substation,,,TX,31.2378235,-95.5824832,1,138.0,138.0,Houston County Electric Cooperative,distribution,IN SERVICE,OSM
Naaman Substation,,,TX,32.9368989,-96.6113491,1,138.0,138.0,Garland Power & Light,distribution,IN SERVICE,OSM
Nacogdoches Road Substation,,,TX,29.5315728,-98.4243193,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Nada Substation,,,TX,29.3920652,-96.3870401,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Nameless Substation,,,TX,30.5281307,-97.9283779,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Naruna Substation,,,TX,31.0476489,-98.1908146,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Naval Base Substation,,,TX,27.6790317,-97.2721486,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Navasota Substation,,,TX,30.3752063,-96.0273475,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Navo Substation,,,TX,33.2210505,-96.9179473,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Neas Substation,,,TX,32.5322354,-99.6882359,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
New Berlin Substation,,,TX,29.4876069,-98.0439514,1,138.0,138.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
New Bremen Substation,,,TX,29.9198179,-96.3990307,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Newark Substation,,,TX,33.0399204,-97.5229079,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Newman Switching Station,,,TX,32.9137053,-96.624517,1,138.0,138.0,Garland Power & Light,transmission,IN SERVICE,OSM
Newton T. Busby Substation,,,TX,31.3078086,-100.9392129,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Nicole Switching Station,,,TX,32.0233164,-100.290365,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Nimitz Substation,,,TX,30.3068044,-98.8658928,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Nixon Substation,,,TX,29.308137,-97.7408337,1,138.0,69.0,Lower Colorado River Authority; Guadalupe Valley Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Nordheim Substation,,,TX,28.9235605,-97.5996563,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Nordheim West Substation,,,TX,28.9115006,-97.6242556,1,138.0,138.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Norfork Substation,,,TX,32.2431282,-98.2236262,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
North Alvin Substation,,,TX,29.4590169,-95.2575484,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
North Laredo Switching Station,,,TX,27.6921378,-99.4775647,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
North Mccamey Substation,,,TX,31.1550633,-102.2267997,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
North Mineola Substation,,,TX,32.6890893,-95.4737273,1,138.0,69.0,Southwestern Electric Power Company,,IN SERVICE,OSM
North Zulch Substation,,,TX,30.9197558,-96.0738159,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Northland Substation,,,TX,30.3354059,-97.7546585,1,138.0,69.0,Austin Energy,transmission,IN SERVICE,OSM
Notrees Substation,,,TX,31.997625,-102.833497,1,138.0,138.0,Duke Energy,transmission,IN SERVICE,OSM
Nueces Bay Substation,,,TX,27.8209001,-97.4183686,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
O. W. Sommers Switchyard,,,TX,29.3102638,-98.3236095,1,138.0,138.0,CPS Energy,transmission,IN SERVICE,OSM
Oak Creek Switching Station,,,TX,32.0467291,-100.292985,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Oak Hill Substation,,,TX,30.2338152,-97.8594588,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Oci Alamo 1,,,TX,29.2714325,-98.4556671,1,138.0,138.0,CPS Energy,transmission,IN SERVICE,OSM
Ocotillo Wind Substation,,,TX,32.1319887,-101.3938182,1,138.0,34.5,Duke Energy,transmission,IN SERVICE,OSM
Odlaw Substation,,,TX,29.2682556,-100.1980348,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Ogletree Substation,,,TX,30.7040248,-94.9525792,1,138.0,138.0,City of Livingston,distribution,IN SERVICE,OSM
Oleander Substation,,,TX,26.2066613,-97.6645579,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Olethea Substation,,,TX,31.4008639,-96.4264749,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Olmito Substation,,,TX,26.0015288,-97.5198154,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM
Olmos Substation,,,TX,29.4841892,-98.4910556,1,138.0,69.0,CPS Energy; Guadalupe Valley Electric Cooperative; South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Olsen Substation,,,TX,31.7767374,-97.5642983,1,138.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Onalaska Substation,,,TX,30.850288,-95.1091566,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Onion Creek Substation,,,TX,30.2103097,-97.6171301,1,138.0,138.0,Austin Energy,transmission,IN SERVICE,OSM
Orange Grove Switching Station,,,TX,27.9189536,-97.9614131,1,138.0,69.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Orient Substation,,,TX,31.6539404,-100.3268767,1,138.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Osm_Way_1007121398,,,TX,31.6450473,-103.3217872,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Osm_Way_1079578556,,,TX,34.6078366,-98.4741983,1,138.0,69.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Osm_Way_1105674554,,,TX,33.201837,-97.1013742,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM
Osm_Way_1112727347,,,TX,34.2379285,-95.727534,1,138.0,138.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Osm_Way_1152485989,,,TX,31.0938557,-102.3593217,1,138.0,138.0,Luminant Generation Company LLC,generation,IN SERVICE,OSM
Osm_Way_1202259738,,,TX,33.6016532,-94.3612686,1,138.0,138.0,Southwestern Electric Power Company,switching,IN SERVICE,OSM
Osm_Way_1344369105,,,TX,29.4512692,-98.6401838,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM
Osm_Way_1466646746,,,TX,28.6878412,-96.5092056,1,138.0,138.0,Tres Bahias Solar Power; LLC,generation,IN SERVICE,OSM
Osm_Way_14702837,,,TX,34.0152144,-95.5149333,1,138.0,138.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Osm_Way_1490401445,,,TX,29.3118863,-100.5316213,1,138.0,138.0,Cypress Creek Renewables,generation,IN SERVICE,OSM
Osm_Way_1490401483,,,TX,32.717365,-101.9369587,1,138.0,138.0,Al Pastor BESS LLC,generation,IN SERVICE,OSM
Osm_Way_1490401511,,,TX,33.3317496,-100.9713001,1,138.0,138.0,Texas Solar Nova 2; LLC,generation,IN SERVICE,OSM
Osm_Way_1490401512,,,TX,33.3318488,-100.9685065,1,138.0,138.0,Texas Solar Nova 1; LLC,generation,IN SERVICE,OSM
Osm_Way_1490610656,,,TX,30.297116,-99.2395047,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Osm_Way_171479461,,,TX,33.0637108,-97.0094652,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Osm_Way_171722566,,,TX,33.0602543,-96.8596806,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Osm_Way_192327296,,,TX,31.911043,-100.9936193,1,138.0,138.0,NextEra Energy,transmission,IN SERVICE,OSM
Osm_Way_192327298,,,TX,31.9708765,-100.9522606,1,138.0,138.0,NextEra Energy,transmission,IN SERVICE,OSM
Osm_Way_192327300,,,TX,31.9024175,-100.8986167,1,138.0,138.0,NextEra Energy,transmission,IN SERVICE,OSM
Osm_Way_192617530,,,TX,31.449877,-100.427904,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Osm_Way_32041691,,,TX,29.8229831,-98.0033581,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Osm_Way_341316593,,,TX,33.003033,-96.9971622,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Osm_Way_342803794,,,TX,30.8825291,-94.1049385,1,138.0,138.0,JNEC,distribution,IN SERVICE,OSM
Osm_Way_342803801,,,TX,31.0065076,-94.1873063,1,138.0,138.0,JNEC,distribution,IN SERVICE,OSM
Osm_Way_344086388,,,TX,28.9312996,-99.0917334,1,138.0,138.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Osm_Way_452922067,,,TX,28.6877556,-98.4817849,1,138.0,69.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Osm_Way_456417841,,,TX,32.0251043,-101.278887,1,138.0,34.5,E.ON,transmission,IN SERVICE,OSM
Osm_Way_467959241,,,TX,32.7470752,-100.9550263,1,138.0,138.0,Kinder Morgan,transmission,IN SERVICE,OSM
Osm_Way_467959307,,,TX,32.7474707,-100.9578561,1,138.0,138.0,Kinder Morgan,industrial,IN SERVICE,OSM
Osm_Way_488508024,,,TX,27.8048196,-97.4221261,1,138.0,138.0,Citgo,industrial,IN SERVICE,OSM
Osm_Way_488508026,,,TX,27.8079068,-97.4201442,1,138.0,138.0,Citgo,industrial,IN SERVICE,OSM
Osm_Way_488508039,,,TX,27.8126563,-97.4269935,1,138.0,138.0,Citgo,industrial,IN SERVICE,OSM
Osm_Way_490190255,,,TX,27.7556088,-97.819323,1,138.0,138.0,South Texas Electric Cooperative,industrial,IN SERVICE,OSM
Osm_Way_504635029,,,TX,30.6884219,-98.3925675,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Osm_Way_510537847,,,TX,31.0443338,-96.6864972,1,138.0,138.0,Brazos Electric,industrial,IN SERVICE,OSM
Osm_Way_514740585,,,TX,27.8909513,-97.2806815,1,138.0,138.0,voestalpine,industrial,IN SERVICE,OSM
Osm_Way_514740586,,,TX,27.8916675,-97.2774761,1,138.0,138.0,American Electric Power,generation,IN SERVICE,OSM
Osm_Way_514740599,,,TX,27.8857541,-97.2460649,1,138.0,138.0,Occidental Petroleum,industrial,IN SERVICE,OSM
Osm_Way_515820346,,,TX,28.7930883,-96.5533487,1,138.0,138.0,Formosa Plastics,industrial,IN SERVICE,OSM
Osm_Way_515820386,,,TX,29.1082541,-96.5371701,1,138.0,138.0,Energy Transfer Partners,industrial,IN SERVICE,OSM
Osm_Way_522623875,,,TX,28.9875166,-95.3941056,1,138.0,138.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_522623910,,,TX,28.9905034,-95.407443,1,138.0,138.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_522624206,,,TX,28.9786765,-95.3416115,1,138.0,138.0,Dow Chemical Company,industrial,IN SERVICE,OSM
Osm_Way_522624207,,,TX,28.9556449,-95.3167532,1,138.0,138.0,Dow Chemical Company,industrial,IN SERVICE,OSM
Osm_Way_522624212,,,TX,28.9758786,-95.3499972,1,138.0,138.0,Dow Chemical Company,industrial,IN SERVICE,OSM
Osm_Way_522624305,,,TX,28.9855853,-95.3937505,1,138.0,138.0,Dow Chemical,industrial,IN SERVICE,OSM
Osm_Way_714446833,,,TX,33.0026201,-96.9973975,1,138.0,138.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM
Osm_Way_822462023,,,TX,28.3463981,-99.674628,1,138.0,12.5,American Electric Power,distribution,IN SERVICE,OSM
Osm_Way_968840619,,,TX,34.477891,-97.1044246,1,138.0,138.0,Oklahoma Gas & Electric,,IN SERVICE,OSM
Oxy Tap Substation,,,TX,31.1192249,-102.2979121,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Paducah Clare Street Substation,,,TX,34.0051885,-100.2992757,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Paige Substation,,,TX,30.2144346,-97.1346902,1,138.0,138.0,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM
Paint Creek Substation,,,TX,33.080031,-99.580709,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Paleface Substation,,,TX,30.4267635,-98.1088773,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Palo Alto Substation,,,TX,29.3182068,-98.5497108,1,138.0,138.0,CPS Energy; Brownsville Public Utilities Board,distribution,IN SERVICE,OSM
Palo Duro Substation,,,TX,34.9843975,-101.8474298,1,138.0,138.0,Xcel Energy; South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Panther Creek Substation,,,TX,33.2031866,-96.8770045,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Panther Springs Substation,,,TX,29.6655355,-98.5176405,1,138.0,34.5,CPS Energy,distribution,IN SERVICE,OSM
Papalote Creek Wind Farm Substation,,,TX,27.9512542,-97.4259143,1,138.0,138.0,E.ON,transmission,IN SERVICE,OSM
Paredes Switching Station,,,TX,26.195479,-97.4661791,1,138.0,138.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Parkway Substation,,,TX,29.5826458,-98.2898862,1,138.0,138.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Parsons Street Substation,,,TX,29.4121069,-98.4795019,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Patricia Substation,,,TX,32.5498913,-102.0080729,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Patriot Substation,,,TX,30.7554551,-102.4690906,1,138.0,34.5,BP,transmission,IN SERVICE,OSM
Patton Lane Substation,,,TX,30.2382882,-97.8704915,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Pearsall Road Substation,,,TX,29.3569346,-98.6014385,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Pearsall Switchyard,,,TX,28.9274245,-99.0925134,1,138.0,69.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Pecan Bayou Substation,,,TX,32.3664564,-99.5265684,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Pecos Substation,,,TX,31.4295051,-103.4987029,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Peden Road Substation,,,TX,32.941015,-97.4544791,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Pedernales Substation,,,TX,30.2500391,-97.7210784,1,138.0,69.0,Austin Energy,transmission,IN SERVICE,OSM
Pemex Substation,,,TX,29.7219858,-95.1238958,1,138.0,138.0,Shell,distribution,IN SERVICE,OSM
Perry Substation,,,TX,31.4402385,-96.8762217,1,138.0,69.0,Brazos Electric,transmission,IN SERVICE,OSM
Pharoah Substation,,,TX,27.704793,-97.3544468,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Phillips Coal Substation,,,TX,31.096501,-96.6727631,1,138.0,138.0,Brazos Electric,industrial,IN SERVICE,OSM
Phillips Johnson City Substation,,,TX,30.2819413,-98.2393489,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Picacho Substation,,,TX,29.4324493,-100.9409377,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Piloncillo Substation,,,TX,28.2875631,-99.6264305,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Pilot Grove Substation,,,TX,29.3240497,-97.0881234,1,138.0,138.0,Guadalupe Valley Electric Cooperative,industrial,IN SERVICE,OSM
Pilot Knob Substation,,,TX,30.1624913,-97.6816345,1,138.0,138.0,Austin Energy,transmission,IN SERVICE,OSM
Pinn Road Substation,,,TX,29.4132693,-98.623442,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
